species	biosystem_ncbi_gene_id	gene_symbol	gene_description	type_of_gene
Mus musculus	241118	Asic4	acid-sensing (proton-gated) ion channel family member 4	protein-coding
Mus musculus	241196	Serpinb13	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 13	protein-coding
Mus musculus	241197	Serpinb10	serine (or cysteine) peptidase inhibitor, clade B (ovalbumin), member 10	protein-coding
Mus musculus	241226	Itga8	integrin alpha 8	protein-coding
Mus musculus	241391	Galnt5	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 5	protein-coding
Mus musculus	241447	Cers6	ceramide synthase 6	protein-coding
Mus musculus	241452	Dhrs9	dehydrogenase/reductase (SDR family) member 9	protein-coding
Mus musculus	241489	Pde11a	phosphodiesterase 11A	protein-coding
Mus musculus	241656	Pak7	p21 protein (Cdc42/Rac)-activated kinase 7	protein-coding
Mus musculus	241989	Pabpc4l	poly(A) binding protein, cytoplasmic 4-like	protein-coding
Mus musculus	242093	Rxfp4	relaxin family peptide receptor 4	protein-coding
Mus musculus	242202	Pde5a	phosphodiesterase 5A, cGMP-specific	protein-coding
Mus musculus	242259	Slc44a5	solute carrier family 44, member 5	protein-coding
Mus musculus	242291	Impad1	inositol monophosphatase domain containing 1	protein-coding
Mus musculus	242316	Gdf6	growth differentiation factor 6	protein-coding
Mus musculus	242341	Atp6v0d2	ATPase, H+ transporting, lysosomal V0 subunit D2	protein-coding
Mus musculus	242425	Gabbr2	gamma-aminobutyric acid (GABA) B receptor, 2	protein-coding
Mus musculus	242443	Grin3a	glutamate receptor ionotropic, NMDA3A	protein-coding
Mus musculus	242517	Ifna15	interferon alpha 15	protein-coding
Mus musculus	242519	Ifna12	interferon alpha 12	protein-coding
Mus musculus	242521	Klhl9	kelch-like 9	protein-coding
Mus musculus	242546	Cyp2j12	cytochrome P450, family 2, subfamily j, polypeptide 12	protein-coding
Mus musculus	242557	Atg4c	autophagy related 4C, cysteine peptidase	protein-coding
Mus musculus	242607	Slc1a7	solute carrier family 1 (glutamate transporter), member 7	protein-coding
Mus musculus	242653	Cldn19	claudin 19	protein-coding
Mus musculus	242669	Azin2	antizyme inhibitor 2	protein-coding
Mus musculus	242687	Wasf2	WAS protein family, member 2	protein-coding
Mus musculus	242700	Ifnlr1	interferon lambda receptor 1	protein-coding
Mus musculus	242705	E2f2	E2F transcription factor 2	protein-coding
Mus musculus	242864	Napepld	N-acyl phosphatidylethanolamine phospholipase D	protein-coding
Mus musculus	243085	Ugt2b35	UDP glucuronosyltransferase 2 family, polypeptide B35	protein-coding
Mus musculus	243270	Hcar1	hydrocarboxylic acid receptor 1	protein-coding
Mus musculus	243537	Uroc1	urocanase domain containing 1	protein-coding
Mus musculus	243548	Prickle2	prickle homolog 2 (Drosophila)	protein-coding
Mus musculus	243621	Iqsec3	IQ motif and Sec7 domain 3	protein-coding
Mus musculus	243764	Chrm2	cholinergic receptor, muscarinic 2, cardiac	protein-coding
Mus musculus	243816	Gp6	glycoprotein 6 (platelet)	protein-coding
Mus musculus	243881	Cyp2b23	cytochrome P450, family 2, subfamily b, polypeptide 23	protein-coding
Mus musculus	243961	Shank1	SH3/ankyrin domain gene 1	protein-coding
Mus musculus	243996	4933405O20Rik	RIKEN cDNA 4933405O20 gene	protein-coding
Mus musculus	244178	Ubqln3	ubiquilin 3	protein-coding
Mus musculus	244179	Ubqlnl	ubiquilin-like	protein-coding
Mus musculus	244209	Cyp2r1	cytochrome P450, family 2, subfamily r, polypeptide 1	protein-coding
Mus musculus	244349	Kat6a	K(lysine) acetyltransferase 6A	protein-coding
Mus musculus	244416	Ppp1r3b	protein phosphatase 1, regulatory (inhibitor) subunit 3B	protein-coding
Mus musculus	244486	Adam29	a disintegrin and metallopeptidase domain 29	protein-coding
Mus musculus	244650	Phlpp2	PH domain and leucine rich repeat protein phosphatase 2	protein-coding
Mus musculus	244668	Sipa1l2	signal-induced proliferation-associated 1 like 2	protein-coding
Mus musculus	244701	Mtnr1b	melatonin receptor 1B	protein-coding
Mus musculus	245026	Col6a6	collagen, type VI, alpha 6	protein-coding
Mus musculus	245350	AA414768	expressed sequence AA414768	protein-coding
Mus musculus	245506	Smek3-ps	SMEK homolog 3, suppressor of mek1 (Dictyostelium), pseudogene	protein-coding
Mus musculus	245509	4932429P05Rik	RIKEN cDNA 4932429P05 gene	protein-coding
Mus musculus	245511	4930415L06Rik	RIKEN cDNA 4930415L06 gene	protein-coding
Mus musculus	245527	Eda2r	ectodysplasin A2 receptor	protein-coding
Mus musculus	245610	Nxf3	nuclear RNA export factor 3	protein-coding
Mus musculus	245650	Gucy2f	guanylate cyclase 2f	protein-coding
Mus musculus	245666	Iqsec2	IQ motif and Sec7 domain 2	protein-coding
Mus musculus	245670	Rragb	Ras-related GTP binding B	protein-coding
Mus musculus	245841	Polr2h	polymerase (RNA) II (DNA directed) polypeptide H	protein-coding
Mus musculus	245857	Ssh3	slingshot homolog 3 (Drosophila)	protein-coding
Mus musculus	245880	Wasf3	WAS protein family, member 3	protein-coding
Mus musculus	246133	Kcne2	potassium voltage-gated channel, Isk-related subfamily, gene 2	protein-coding
Mus musculus	246221	Mpst	mercaptopyruvate sulfurtransferase	protein-coding
Mus musculus	246256	Fcgr4	Fc receptor, IgG, low affinity IV	protein-coding
Mus musculus	246277	Csad	cysteine sulfinic acid decarboxylase	protein-coding
Mus musculus	246710	Rhobtb2	Rho-related BTB domain containing 2	protein-coding
Mus musculus	246727	Oas3	2'-5' oligoadenylate synthetase 3	protein-coding
Mus musculus	246728	Oas2	2'-5' oligoadenylate synthetase 2	protein-coding
Mus musculus	246730	Oas1a	2'-5' oligoadenylate synthetase 1A	protein-coding
Mus musculus	246788	Trpv3	transient receptor potential cation channel, subfamily V, member 3	protein-coding
Mus musculus	252870	Usp7	ubiquitin specific peptidase 7	protein-coding
Mus musculus	257632	Nod2	nucleotide-binding oligomerization domain containing 2	protein-coding
Mus musculus	257635	Sdsl	serine dehydratase-like	protein-coding
Mus musculus	259300	Ehd2	EH-domain containing 2	protein-coding
Mus musculus	260298	Fev	FEV (ETS oncogene family)	protein-coding
Mus musculus	260423	Hist1h3f	histone cluster 1, H3f	protein-coding
Mus musculus	263803	Pkn3	protein kinase N3	protein-coding
Mus musculus	266632	Irak4	interleukin-1 receptor-associated kinase 4	protein-coding
Mus musculus	266645	Acmsd	amino carboxymuconate semialdehyde decarboxylase	protein-coding
Mus musculus	268395	Mpg	N-methylpurine-DNA glycosylase	protein-coding
Mus musculus	268451	Rab11fip4	RAB11 family interacting protein 4 (class II)	protein-coding
Mus musculus	268465	Eme1	essential meiotic structure-specific endonuclease 1	protein-coding
Mus musculus	268470	Ube2z	ubiquitin-conjugating enzyme E2Z (putative)	protein-coding
Mus musculus	268510	Mgat5b	mannoside acetylglucosaminyltransferase 5, isoenzyme B	protein-coding
Mus musculus	268566	Gphn	gephyrin	protein-coding
Mus musculus	268591	Serpina5	serine (or cysteine) peptidase inhibitor, clade A, member 5	protein-coding
Mus musculus	268656	Sptlc1	serine palmitoyltransferase, long chain base subunit 1	protein-coding
Mus musculus	268697	Ccnb1	cyclin B1	protein-coding
Mus musculus	268756	Gulo	gulonolactone (L-) oxidase	protein-coding
Mus musculus	268782	Agxt2	alanine-glyoxylate aminotransferase 2	protein-coding
Mus musculus	268930	Pkmyt1	protein kinase, membrane associated tyrosine/threonine 1	protein-coding
Mus musculus	268934	Grm4	glutamate receptor, metabotropic 4	protein-coding
Mus musculus	268977	Ltbp1	latent transforming growth factor beta binding protein 1	protein-coding
Mus musculus	268996	Ss18	synovial sarcoma translocation, Chromosome 18	protein-coding
Mus musculus	269060	Dagla	diacylglycerol lipase, alpha	protein-coding
Mus musculus	269113	Nup54	nucleoporin 54	protein-coding
Mus musculus	269180	Inpp4a	inositol polyphosphate-4-phosphatase, type I	protein-coding
Mus musculus	269181	Mgat4a	mannoside acetylglucosaminyltransferase 4, isoenzyme A	protein-coding
Mus musculus	269209	Stk36	serine/threonine kinase 36	protein-coding
Mus musculus	269275	Acvr1c	activin A receptor, type IC	protein-coding
Mus musculus	269378	Ahcy	S-adenosylhomocysteine hydrolase	protein-coding
Mus musculus	269437	Plch1	phospholipase C, eta 1	protein-coding
Mus musculus	269587	Epb41	erythrocyte membrane protein band 4.1	protein-coding
Mus musculus	269608	Plekhg5	pleckstrin homology domain containing, family G (with RhoGef domain) member 5	protein-coding
Mus musculus	269614	Pank4	pantothenate kinase 4	protein-coding
Mus musculus	269615	Plch2	phospholipase C, eta 2	protein-coding
Mus musculus	269642	Nat8l	N-acetyltransferase 8-like	protein-coding
Mus musculus	269643	Ppp2r2c	protein phosphatase 2, regulatory subunit B, gamma	protein-coding
Mus musculus	269717	Orai2	ORAI calcium release-activated calcium modulator 2	protein-coding
Mus musculus	269823	Pon3	paraoxonase 3	protein-coding
Mus musculus	269941	Chsy1	chondroitin sulfate synthase 1	protein-coding
Mus musculus	269966	Nup98	nucleoporin 98	protein-coding
Mus musculus	269999	Orai3	ORAI calcium release-activated calcium modulator 3	protein-coding
Mus musculus	270049	Galntl6	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase-like 6	protein-coding
Mus musculus	270076	Gcdh	glutaryl-Coenzyme A dehydrogenase	protein-coding
Mus musculus	270084	Lpcat2	lysophosphatidylcholine acyltransferase 2	protein-coding
Mus musculus	270151	Nlrx1	NLR family member X1	protein-coding
Mus musculus	270198	Pfkfb4	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4	protein-coding
Mus musculus	270669	Mbtps2	membrane-bound transcription factor peptidase, site 2	protein-coding
Mus musculus	270685	Mthfd1l	methylenetetrahydrofolate dehydrogenase (NADP+ dependent) 1-like	protein-coding
Mus musculus	271424	Ip6k3	inositol hexaphosphate kinase 3	protein-coding
Mus musculus	271639	Adcy10	adenylate cyclase 10	protein-coding
Mus musculus	271786	Galnt13	UDP-N-acetyl-alpha-D-galactosamine:polypeptide N-acetylgalactosaminyltransferase 13	protein-coding
Mus musculus	271844	Pla2g4f	phospholipase A2, group IVF	protein-coding
Mus musculus	271849	Shc4	SHC (Src homology 2 domain containing) family, member 4	protein-coding
Mus musculus	272158	Poln	DNA polymerase N	protein-coding
Mus musculus	272411	B3gnt6	UDP-GlcNAc:betaGal beta-1,3-N-acetylglucosaminyltransferase 6 (core 3 synthase)	protein-coding
Mus musculus	272428	Acsm5	acyl-CoA synthetase medium-chain family member 5	protein-coding
Mus musculus	276742	Taar7e	trace amine-associated receptor 7E	protein-coding
Mus musculus	276846	Pigs	phosphatidylinositol glycan anchor biosynthesis, class S	protein-coding
Mus musculus	276919	Gemin4	gem (nuclear organelle) associated protein 4	protein-coding
Mus musculus	277328	Trpa1	transient receptor potential cation channel, subfamily A, member 1	protein-coding
Mus musculus	277360	Prex1	phosphatidylinositol-3,4,5-trisphosphate-dependent Rac exchange factor 1	protein-coding
Mus musculus	277753	Cyp4a12a	cytochrome P450, family 4, subfamily a, polypeptide 12a	protein-coding
Mus musculus	282663	Serpinb1b	serine (or cysteine) peptidase inhibitor, clade B, member 1b	protein-coding
Mus musculus	286940	Flnb	filamin, beta	protein-coding
Mus musculus	317677	C1s2	complement component 1, s subcomponent 2	protein-coding
Mus musculus	319148	Hist1h3c	histone cluster 1, H3c	protein-coding
Mus musculus	319149	Hist1h3d	histone cluster 1, H3d	protein-coding
Mus musculus	319150	Hist1h3b	histone cluster 1, H3b	protein-coding
Mus musculus	319151	Hist1h3e	histone cluster 1, H3e	protein-coding
Mus musculus	319152	Hist1h3h	histone cluster 1, H3h	protein-coding
Mus musculus	319153	Hist1h3i	histone cluster 1, H3i	protein-coding
Mus musculus	319154	Hist2h3b	histone cluster 2, H3b	protein-coding
Mus musculus	319155	Hist1h4c	histone cluster 1, H4c	protein-coding
Mus musculus	319156	Hist1h4d	histone cluster 1, H4d	protein-coding
Mus musculus	319157	Hist1h4f	histone cluster 1, H4f	protein-coding
Mus musculus	319158	Hist1h4i	histone cluster 1, H4i	protein-coding
Mus musculus	319159	Hist1h4j	histone cluster 1, H4j	protein-coding
Mus musculus	319160	Hist1h4k	histone cluster 1, H4k	protein-coding
Mus musculus	319161	Hist1h4n	histone cluster 1, H4n	protein-coding
Mus musculus	319162	Hist3h2a	histone cluster 3, H2a	protein-coding
Mus musculus	319163	Hist1h2aa	histone cluster 1, H2aa	protein-coding
Mus musculus	319164	Hist1h2ac	histone cluster 1, H2ac	protein-coding
Mus musculus	319165	Hist1h2ad	histone cluster 1, H2ad	protein-coding
Mus musculus	319166	Hist1h2ae	histone cluster 1, H2ae	protein-coding
Mus musculus	319167	Hist1h2ag	histone cluster 1, H2ag	protein-coding
Mus musculus	319168	Hist1h2ah	histone cluster 1, H2ah	protein-coding
Mus musculus	319169	Hist1h2ak	histone cluster 1, H2ak	protein-coding
Mus musculus	319170	Hist1h2an	histone cluster 1, H2an	protein-coding
Mus musculus	319171	Hist1h2ap	histone cluster 1, H2ap	protein-coding
Mus musculus	319172	Hist1h2ab	histone cluster 1, H2ab	protein-coding
Mus musculus	319173	Hist1h2af	histone cluster 1, H2af	protein-coding
Mus musculus	319176	Hist2h2ac	histone cluster 2, H2ac	protein-coding
Mus musculus	319177	Hist1h2ba	histone cluster 1, H2ba	protein-coding
Mus musculus	319178	Hist1h2bb	histone cluster 1, H2bb	protein-coding
Mus musculus	319179	Hist1h2be	histone cluster 1, H2be	protein-coding
Mus musculus	319180	Hist1h2bf	histone cluster 1, H2bf	protein-coding
Mus musculus	319181	Hist1h2bg	histone cluster 1, H2bg	protein-coding
Mus musculus	319182	Hist1h2bh	histone cluster 1, H2bh	protein-coding
Mus musculus	319183	Hist1h2bj	histone cluster 1, H2bj	protein-coding
Mus musculus	319184	Hist1h2bk	histone cluster 1, H2bk	protein-coding
Mus musculus	319185	Hist1h2bl	histone cluster 1, H2bl	protein-coding
Mus musculus	319186	Hist1h2bm	histone cluster 1, H2bm	protein-coding
Mus musculus	319187	Hist1h2bn	histone cluster 1, H2bn	protein-coding
Mus musculus	319188	Hist1h2bp	histone cluster 1, H2bp	protein-coding
Mus musculus	319189	Hist2h2bb	histone cluster 2, H2bb	protein-coding
Mus musculus	319190	Hist2h2be	histone cluster 2, H2be	protein-coding
Mus musculus	319191	Hist1h2ai	histone cluster 1, H2ai	protein-coding
Mus musculus	319192	Hist2h2aa2	histone cluster 2, H2aa2	protein-coding
Mus musculus	319229	Sctr	secretin receptor	protein-coding
Mus musculus	319277	A230046K03Rik	RIKEN cDNA A230046K03 gene	protein-coding
Mus musculus	319478	Cxxc4	CXXC finger 4	protein-coding
Mus musculus	319480	Itga11	integrin alpha 11	protein-coding
Mus musculus	319520	Dusp4	dual specificity phosphatase 4	protein-coding
Mus musculus	319554	Idi1	isopentenyl-diphosphate delta isomerase	protein-coding
Mus musculus	319583	Lig4	ligase IV, DNA, ATP-dependent	protein-coding
Mus musculus	319625	Galm	galactose mutarotase	protein-coding
Mus musculus	319642	Rab9b	RAB9B, member RAS oncogene family	protein-coding
Mus musculus	319734	Cacna2d4	calcium channel, voltage-dependent, alpha 2/delta subunit 4	protein-coding
Mus musculus	319740	Zfyve27	zinc finger, FYVE domain containing 27	protein-coding
Mus musculus	319757	Smo	smoothened, frizzled class receptor	protein-coding
Mus musculus	319801	Tigar	Trp53 induced glycolysis repulatory phosphatase	protein-coding
Mus musculus	319944	Taf2	TAF2 RNA polymerase II, TATA box binding protein (TBP)-associated factor	protein-coding
Mus musculus	319945	Flad1	flavin adenine dinucleotide synthetase 1	protein-coding
Mus musculus	320011	Uggt1	UDP-glucose glycoprotein glucosyltransferase 1	protein-coding
Mus musculus	320024	Nceh1	neutral cholesterol ester hydrolase 1	protein-coding
Mus musculus	320100	Relt	RELT tumor necrosis factor receptor	protein-coding
Mus musculus	320127	Dgki	diacylglycerol kinase, iota	protein-coding
Mus musculus	320129	Adrbk2	adrenergic receptor kinase, beta 2	protein-coding
Mus musculus	320139	Ptpn7	protein tyrosine phosphatase, non-receptor type 7	protein-coding
Mus musculus	320202	Lefty2	left-right determination factor 2	protein-coding
Mus musculus	320207	Pik3r5	phosphoinositide-3-kinase, regulatory subunit 5, p101	protein-coding
Mus musculus	320302	Glt28d2	glycosyltransferase 28 domain containing 2	protein-coding
Mus musculus	320332	Hist4h4	histone cluster 4, H4	protein-coding
Mus musculus	320404	Itpkb	inositol 1,4,5-trisphosphate 3-kinase B	protein-coding
Mus musculus	320438	Alg6	asparagine-linked glycosylation 6 (alpha-1,3,-glucosyltransferase)	protein-coding
Mus musculus	320452	P4ha3	procollagen-proline, 2-oxoglutarate 4-dioxygenase (proline 4-hydroxylase), alpha polypeptide III	protein-coding
Mus musculus	320484	Rasal3	RAS protein activator like 3	protein-coding
Mus musculus	320581	Idi2	isopentenyl-diphosphate delta isomerase 2	protein-coding
Mus musculus	320634	Ocrl	oculocerebrorenal syndrome of Lowe	protein-coding
Mus musculus	320685	Dctd	dCMP deaminase	protein-coding
Mus musculus	320707	Atp2b3	ATPase, Ca++ transporting, plasma membrane 3	protein-coding
Mus musculus	320795	Pkn1	protein kinase N1	protein-coding
Mus musculus	320832	Sirpb1a	signal-regulatory protein beta 1A	protein-coding
Mus musculus	320910	Itgb8	integrin beta 8	protein-coding
Mus musculus	320995	Rfx6	regulatory factor X, 6	protein-coding
Mus musculus	326618	Tpm4	tropomyosin 4	protein-coding
Mus musculus	326619	Hist1h4a	histone cluster 1, H4a	protein-coding
Mus musculus	326620	Hist1h4b	histone cluster 1, H4b	protein-coding
Mus musculus	326623	Tnfsf15	tumor necrosis factor (ligand) superfamily, member 15	protein-coding
Mus musculus	327655	Ppip5k1	diphosphoinositol pentakisphosphate kinase 1	protein-coding
Mus musculus	327826	Frs2	fibroblast growth factor receptor substrate 2	protein-coding
Mus musculus	327942	Pigl	phosphatidylinositol glycan anchor biosynthesis, class L	protein-coding
